id,municipio,poblacion_total,poblacion_mayores,porcentaje_mayores
28015,Arroyomolinos,34833,2359,6.7699999999999996
28016,"Atazar, El",107,21,19.629999999999999
28017,Batres,1823,286,15.69
28018,Becerril de la Sierra,6197,1000,16.140000000000001
28019,Belmonte de Tajo,1769,315,17.809999999999999
28020,Berzosa del Lozoya,227,62,27.309999999999999
28021,"Berrueco, El",801,188,23.469999999999999
28022,Boadilla del Monte,62627,6996,11.17
28023,"Boalo, El",8216,1013,12.33
28024,Braojos,218,43,19.719999999999999
28025,Brea de Tajo,541,155,28.649999999999999
28026,Brunete,10845,1457,13.43
28027,Buitrago del Lozoya,1948,373,19.149999999999999
28028,Bustarviejo,2706,429,15.85
28029,Cabanillas de la Sierra,874,128,14.65
28030,"Cabrera, La",2805,487,17.359999999999999
28031,Cadalso de los Vidrios,3193,688,21.550000000000001
28032,Camarma de Esteruelas,7595,864,11.380000000000001
28033,Campo Real,6651,884,13.289999999999999
28034,Canencia,455,131,28.789999999999999
28035,Carabaña,2210,377,17.059999999999999
28036,Casarrubuelos,3961,455,11.49
28037,Cenicientos,2089,557,26.66
28038,Cercedilla,7533,1321,17.539999999999999
28039,Cervera de Buitrago,169,50,29.59
28040,Ciempozuelos,25383,3764,14.83
28041,Cobeña,7551,704,9.3200000000000003
28042,Colmenar del Arroyo,1936,370,19.109999999999999
28043,Colmenar de Oreja,8462,1580,18.670000000000002
28044,Colmenarejo,9473,1207,12.74
28045,Colmenar Viejo,53389,7350,13.77
28046,Collado Mediano,7456,1142,15.32
28047,Collado Villalba,64263,9707,15.109999999999999
28048,Corpa,764,127,16.620000000000001
28049,Coslada,80596,17474,21.68
28050,Cubas de la Sagra,6698,706,10.539999999999999
28051,Chapinería,2512,397,15.800000000000001
28052,Chinchón,5658,1122,19.829999999999998
28053,Daganzo de Arriba,10650,890,8.3599999999999994
28054,"Escorial, El",16618,3128,18.82
28055,Estremera,1410,329,23.329999999999998
28056,Fresnedillas de la Oliva,1784,233,13.06
28057,Fresno de Torote,2444,354,14.48
28058,Fuenlabrada,189891,30483,16.050000000000001
28059,Fuente el Saz de Jarama,7034,1018,14.470000000000001
28060,Fuentidueña de Tajo,2250,430,19.109999999999999
28061,Galapagar,34834,4960,14.24
28062,Garganta de los Montes,395,87,22.030000000000001
28063,Gargantilla del Lozoya y Pinilla de Buitrago,361,78,21.609999999999999
28064,Gascones,212,37,17.449999999999999
28065,Getafe,183219,35922,19.609999999999999
28066,Griñón,10491,1650,15.73
28067,Guadalix de la Sierra,6672,978,14.66
28068,Guadarrama,16921,2933,17.329999999999998
28069,"Hiruela, La",75,20,26.670000000000002
28070,Horcajo de la Sierra-Aoslos,201,44,21.890000000000001
28071,Horcajuelo de la Sierra,110,27,24.550000000000001
28072,Hoyo de Manzanares,8811,1308,14.85
28073,Humanes de Madrid,19838,2010,10.130000000000001
28074,Leganés,186660,42380,22.699999999999999
28075,Loeches,8944,800,8.9399999999999995
28076,Lozoya,602,164,27.239999999999998
28078,Madarcos,63,18,28.57
28079,Madrid,3280782,666147,20.300000000000001
28080,Majadahonda,72179,12708,17.609999999999999
28082,Manzanares el Real,9247,1212,13.109999999999999
28083,Meco,15143,1350,8.9199999999999999
28084,Mejorada del Campo,23897,3320,13.890000000000001
28085,Miraflores de la Sierra,6711,987,14.710000000000001
28086,"Molar, El",9437,1156,12.25
28087,"Molinos, Los",4699,921,19.600000000000001
28088,Montejo de la Sierra,372,105,28.23
28089,Moraleja de Enmedio,5368,758,14.119999999999999
28090,Moralzarzal,13905,1886,13.56
28091,Morata de Tajuña,7960,1441,18.100000000000001
28092,Móstoles,208761,45818,21.949999999999999
28093,Navacerrada,3218,620,19.27
28094,Navalafuente,1574,200,12.710000000000001
28095,Navalagamella,2809,379,13.49
28096,Navalcarnero,31379,3858,12.289999999999999
28097,Navarredonda y San Mamés,138,42,30.43
28099,Navas del Rey,3134,591,18.859999999999999
28100,Nuevo Baztán,6760,955,14.130000000000001
28101,Olmeda de las Fuentes,376,51,13.56
28102,Orusco de Tajuña,1326,276,20.809999999999999
28104,Paracuellos de Jarama,26450,2182,8.25
28106,Parla,130577,16944,12.98
28107,Patones,536,161,30.039999999999999
28108,Pedrezuela,6307,680,10.779999999999999
28109,Pelayos de la Presa,2867,568,19.809999999999999
28110,Perales de Tajuña,3117,492,15.779999999999999
28111,Pezuela de las Torres,931,184,19.760000000000002
28112,Pinilla del Valle,198,54,27.27
28113,Pinto,54088,7141,13.199999999999999
28114,Piñuécar-Gandullas,184,38,20.649999999999999
28115,Pozuelo de Alarcón,87728,16056,18.300000000000001
28116,Pozuelo del Rey,1178,125,10.609999999999999
28117,Prádena del Rincón,147,34,23.129999999999999
28118,Puebla de la Sierra,84,21,25
28119,Quijorna,3683,471,12.789999999999999
28120,Rascafría,1736,461,26.559999999999999
28121,Redueña,298,56,18.789999999999999
28122,Ribatejada,871,148,16.989999999999998
28123,Rivas-Vaciamadrid,96690,8880,9.1799999999999997
28124,Robledillo de la Jara,114,31,27.190000000000001
28125,Robledo de Chavela,4587,899,19.600000000000001
28126,Robregordo,70,23,32.859999999999999
28127,"Rozas de Madrid, Las",95725,14159,14.789999999999999
28128,Rozas de Puerto Real,577,167,28.940000000000001
28129,San Agustín del Guadalix,13608,1514,11.130000000000001
28130,San Fernando de Henares,38904,6303,16.199999999999999
28131,San Lorenzo de El Escorial,18423,3382,18.359999999999999
28132,San Martín de la Vega,19927,2142,10.75
28133,San Martín de Valdeiglesias,8812,1789,20.300000000000001
28134,San Sebastián de los Reyes,91083,13884,15.24
28135,Santa María de la Alameda,1499,287,19.149999999999999
28136,Santorcaz,941,177,18.809999999999999
28137,"Santos de la Humosa, Los",2751,305,11.09
28138,"Serna del Monte, La",108,16,14.81
28140,Serranillos del Valle,4509,546,12.109999999999999
28141,Sevilla la Nueva,9361,1164,12.43
28143,Somosierra,87,21,24.140000000000001
28144,Soto del Real,9188,1559,16.969999999999999
28145,Talamanca de Jarama,4210,570,13.539999999999999
28146,Tielmes,2783,473,17
28147,Titulcia,1336,239,17.890000000000001
28148,Torrejón de Ardoz,134733,20904,15.52
28149,Torrejón de la Calzada,9947,1102,11.08
28150,Torrejón de Velasco,4685,625,13.34
28151,Torrelaguna,4940,837,16.940000000000001
28152,Torrelodones,24775,3522,14.220000000000001
28153,Torremocha de Jarama,1097,313,28.530000000000001
28154,Torres de la Alameda,7714,1162,15.06
28155,Valdaracete,627,152,24.239999999999998
28156,Valdeavero,1701,245,14.4
28157,Valdelaguna,1016,182,17.91
28158,Valdemanco,1033,224,21.68
28159,Valdemaqueda,798,180,22.559999999999999
28160,Valdemorillo,13453,1937,14.4
28161,Valdemoro,79100,8228,10.4
28162,Valdeolmos-Alalpardo,4396,509,11.58
28163,Valdepiélagos,621,100,16.100000000000001
28164,Valdetorres de Jarama,4830,775,16.050000000000001
28165,Valdilecha,3104,455,14.66
28166,Valverde de Alcalá,532,89,16.73
28167,Velilla de San Antonio,12770,1258,9.8499999999999996
28168,"Vellón, El",2124,343,16.149999999999999
28169,Venturada,2445,333,13.619999999999999
28170,Villaconejos,3456,657,19.010000000000002
28171,Villa del Prado,7092,1263,17.809999999999999
28172,Villalbilla,15866,1587,10
28173,Villamanrique de Tajo,757,169,22.32
28174,Villamanta,2714,539,19.859999999999999
28175,Villamantilla,1567,177,11.300000000000001
28176,Villanueva de la Cañada,22845,2717,11.890000000000001
28177,Villanueva del Pardillo,17382,1581,9.0999999999999996
28178,Villanueva de Perales,1623,229,14.109999999999999
28179,Villar del Olmo,2219,308,13.880000000000001
28180,Villarejo de Salvanés,7629,1289,16.899999999999999
28181,Villaviciosa de Odón,28152,5718,20.309999999999999
28182,Villavieja del Lozoya,284,56,19.719999999999999
28183,Zarzalejo,1773,303,17.09
28901,Lozoyuela-Navas-Sieteiglesias,1461,289,19.780000000000001
28902,Puentes Viejas,697,147,21.09
28903,Tres Cantos,50187,7262,14.470000000000001
29001,Alameda,5451,886,16.25
29002,Alcaucín,2487,847,34.060000000000002
29003,Alfarnate,1039,306,29.449999999999999
29004,Alfarnatejo,364,104,28.57
29005,Algarrobo,6625,1427,21.539999999999999
29006,Algatocín,826,200,24.210000000000001
29007,Alhaurín de la Torre,42531,5723,13.460000000000001
29008,Alhaurín el Grande,26436,4360,16.489999999999998
29009,Almáchar,1840,392,21.300000000000001
29010,Almargen,1927,432,22.420000000000002
29011,Almogía,3885,775,19.949999999999999
29012,Álora,13382,2650,19.800000000000001
29013,Alozaina,2089,473,22.640000000000001
29014,Alpandeire,266,84,31.579999999999998
29015,Antequera,41184,7387,17.940000000000001
29016,Árchez,396,106,26.77
29017,Archidona,8024,1601,19.949999999999999
29018,Ardales,2520,498,19.760000000000002
29019,Arenas,1249,339,27.140000000000001
29020,Arriate,4110,806,19.609999999999999
29021,Atajate,183,47,25.68
29022,Benadalid,239,59,24.690000000000001
29023,Benahavís,8763,1331,15.19
29024,Benalauría,434,105,24.190000000000001
29025,Benalmádena,73160,11782,16.100000000000001
29026,Benamargosa,1519,385,25.350000000000001
29027,Benamocarra,3085,510,16.530000000000001
29028,Benaoján,1459,305,20.899999999999999
29029,Benarrabá,446,110,24.66
29030,"Borge, El",921,223,24.210000000000001
29031,"Burgo, El",1791,433,24.18
29032,Campillos,8372,1525,18.219999999999999
29033,Canillas de Aceituno,1722,495,28.75
29034,Canillas de Albaida,796,270,33.920000000000002
29035,Cañete la Real,1584,385,24.309999999999999
29036,Carratraca,718,162,22.559999999999999
29037,Cartajima,256,69,26.949999999999999
29038,Cártama,27712,3300,11.91
29039,Casabermeja,3813,732,19.199999999999999
29040,Casarabonela,2524,544,21.550000000000001
29041,Casares,7700,1220,15.84
29042,Coín,24309,3807,15.66
29043,Colmenar,3488,718,20.579999999999998
29044,Comares,1320,442,33.479999999999997
29045,Cómpeta,3814,1158,30.359999999999999
29046,Cortes de la Frontera,2986,643,21.530000000000001
29047,Cuevas Bajas,1353,274,20.25
29048,Cuevas del Becerro,1609,426,26.48
29049,Cuevas de San Marcos,3632,766,21.09
29050,Cútar,590,186,31.530000000000001
29051,Estepona,74493,12620,16.940000000000001
29052,Faraján,270,99,36.670000000000002
29053,Frigiliana,3282,689,20.989999999999998
29054,Fuengirola,83226,19833,23.829999999999998
29055,Fuente de Piedra,2787,557,19.989999999999998
29056,Gaucín,1608,398,24.75
29057,Genalguacil,393,119,30.280000000000001
29058,Guaro,2302,477,20.719999999999999
29059,Humilladero,3282,559,17.030000000000001
29060,Igualeja,729,212,29.079999999999998
29061,Istán,1587,312,19.66
29062,Iznate,899,182,20.239999999999998
29063,Jimera de Líbar,403,122,30.27
29064,Jubrique,545,144,26.420000000000002
29065,Júzcar,247,46,18.620000000000001
29066,Macharaviaya,513,100,19.489999999999998
29067,Málaga,579076,107536,18.57
29068,Manilva,17157,2698,15.73
29069,Marbella,150725,24445,16.219999999999999
29070,Mijas,89502,12995,14.52
29071,Moclinejo,1243,193,15.529999999999999
29072,Mollina,5376,1299,24.16
29073,Monda,2844,470,16.530000000000001
29074,Montejaque,938,278,29.640000000000001
29075,Nerja,21450,5395,25.149999999999999
29076,Ojén,4218,630,14.94
29077,Parauta,272,69,25.370000000000001
29079,Periana,3234,697,21.550000000000001
29080,Pizarra,9661,1492,15.44
29081,Pujerra,274,84,30.66
29082,Rincón de la Victoria,50569,7100,14.039999999999999
29083,Riogordo,2762,655,23.710000000000001
29084,Ronda,33401,6474,19.379999999999999
29085,Salares,175,41,23.43
29086,Sayalonga,1641,513,31.260000000000002
29087,Sedella,598,188,31.440000000000001
29088,Sierra de Yeguas,3393,656,19.329999999999998
29089,Teba,3729,719,19.280000000000001
29090,Tolox,2309,517,22.390000000000001
29091,Torrox,19997,5363,26.82
29092,Totalán,750,113,15.07
29093,Valle de Abdalajís,2473,609,24.629999999999999
29094,Vélez-Málaga,83899,14560,17.350000000000001
29095,Villanueva de Algaidas,4146,922,22.239999999999998
29096,Villanueva del Rosario,3339,792,23.719999999999999
29097,Villanueva del Trabuco,5340,1030,19.289999999999999
29098,Villanueva de Tapia,1417,350,24.699999999999999
29099,Viñuela,2106,692,32.859999999999999
29100,Yunquera,2841,630,22.18
29901,Torremolinos,68819,12580,18.280000000000001
29902,Villanueva de la Concepción,3295,617,18.73
29903,Montecorto,582,134,23.02
29904,Serrato,458,139,30.350000000000001
30001,Abanilla,6146,1627,26.469999999999999
30002,Abarán,12992,2289,17.620000000000001
30003,Águilas,36403,6436,17.68
30004,Albudeite,1390,263,18.920000000000002
30005,Alcantarilla,42630,6328,14.84
30006,Aledo,1110,276,24.859999999999999
30007,Alguazas,9965,1378,13.83
30008,Alhama de Murcia,22691,3536,15.58
30009,Archena,19622,2955,15.06
30010,Beniel,11578,1530,13.210000000000001
30011,Blanca,6681,1192,17.84
30012,Bullas,11627,2233,19.210000000000001
30013,Calasparra,10163,2008,19.760000000000002
30014,Campos del Río,2090,416,19.899999999999999
30015,Caravaca de la Cruz,25722,4736,18.41
30016,Cartagena,216961,38287,17.649999999999999
30017,Cehegín,14710,3007,20.440000000000001
30018,Ceutí,12391,1473,11.890000000000001
30019,Cieza,35298,5958,16.879999999999999
30020,Fortuna,10843,1624,14.98
30021,Fuente Álamo de Murcia,17589,2349,13.35
30022,Jumilla,26596,3811,14.33
30023,Librilla,5619,938,16.690000000000001
30024,Lorca,97151,14731,15.16
30025,Lorquí,7510,1060,14.109999999999999
30026,Mazarrón,33700,6787,20.140000000000001
30027,Molina de Segura,74762,9993,13.369999999999999
30028,Moratalla,7753,1913,24.670000000000002
30029,Mula,17231,2805,16.280000000000001
30030,Murcia,462979,74929,16.18
30031,Ojós,522,135,25.859999999999999
30032,Pliego,3901,782,20.050000000000001
30033,Puerto Lumbreras,16564,2547,15.380000000000001
30034,Ricote,1275,339,26.59
30035,San Javier,34468,5267,15.279999999999999
30036,San Pedro del Pinatar,26827,4113,15.33
30037,Torre-Pacheco,38140,4595,12.050000000000001
30038,"Torres de Cotillas, Las",21980,3198,14.550000000000001
30039,Totana,32329,4622,14.300000000000001
30040,Ulea,882,197,22.34
30041,"Unión, La",20656,2845,13.77
30042,Villanueva del Río Segura,3469,488,14.07
30043,Yecla,35234,5800,16.460000000000001
30901,Santomera,16125,2173,13.48
30902,"Alcázares, Los",17603,2870,16.300000000000001
31001,Abáigar,80,27,33.75
31002,Abárzuza/Abartzuza,527,138,26.190000000000001
31003,Abaurregaina/Abaurrea Alta,120,51,42.5
31004,Abaurrepea/Abaurrea Baja,31,13,41.939999999999998
31005,Aberin,371,90,24.260000000000002
31006,Ablitas,2557,553,21.629999999999999
31007,Adiós,165,37,22.420000000000002
31008,Aguilar de Codés,76,28,36.840000000000003
31009,Aibar/Oibar,784,231,29.460000000000001
31010,Altsasu/Alsasua,7504,1552,20.68
31011,Allín/Allin,879,244,27.760000000000002
31012,Allo,939,297,31.629999999999999
31013,Améscoa Baja,732,222,30.329999999999998
31014,Ancín/Antzin,332,71,21.390000000000001
31015,Andosilla,2818,544,19.300000000000001
31016,Ansoáin/Antsoain,10588,1714,16.190000000000001
31017,Anue,490,102,20.82
31018,Añorbe,605,75,12.4
31019,Aoiz/Agoitz,2892,485,16.77
31020,Araitz,512,130,25.390000000000001
31021,Aranarache/Aranaratxe,71,22,30.989999999999998
31022,Arantza,591,138,23.350000000000001
31023,Aranguren,12156,1140,9.3800000000000008
31024,Arano,111,31,27.93
31025,Arakil,967,205,21.199999999999999
31026,Aras,154,47,30.52
31027,Arbizu,1124,210,18.68
31028,Arce/Artzi,278,52,18.710000000000001
31029,"Arcos, Los",1139,341,29.940000000000001
31030,Arellano,156,44,28.210000000000001
31031,Areso,270,69,25.559999999999999
31032,Arguedas,2312,520,22.489999999999998
31033,Aria,48,18,37.5
31034,Aribe,36,13,36.109999999999999
31035,Armañanzas,51,28,54.899999999999999
31036,Arróniz,1036,289,27.899999999999999
31037,Arruazu,106,26,24.530000000000001
31038,Artajona,1762,410,23.27
31039,Artazu,113,27,23.890000000000001
31040,Atez/Atetz,212,59,27.829999999999998
31041,Ayegui/Aiegi,2488,311,12.5
31042,Azagra,3802,757,19.91
31043,Azuelo,26,15,57.689999999999998
31044,Bakaiku,355,102,28.73
31045,Barásoain,621,113,18.199999999999999
31046,Barbarin,48,16,33.329999999999998
31047,Bargota,256,105,41.020000000000003
31048,Barillas,257,52,20.23
31049,Basaburua,842,198,23.52
31050,Baztan,7851,1769,22.530000000000001
31051,Beire,311,108,34.729999999999997
31052,Belascoáin,121,27,22.309999999999999
31053,Berbinzana,648,182,28.09
31054,Bertizarana,599,160,26.710000000000001
31055,Betelu,369,79,21.41
31056,Biurrun-Olcoz,235,43,18.300000000000001
31057,Buñuel,2223,551,24.789999999999999
31058,Auritz/Burguete,230,61,26.52
31059,Burgui/Burgi,203,66,32.509999999999998
31060,Burlada/Burlata,20398,3654,17.91
31061,"Busto, El",51,25,49.020000000000003
31062,Cabanillas,1370,325,23.719999999999999
31063,Cabredo,78,43,55.130000000000003
31064,Cadreita,2083,428,20.550000000000001
31065,Caparroso,2783,556,19.98
31066,Cárcar,1124,255,22.690000000000001
31067,Carcastillo,2428,559,23.02
31068,Cascante,3950,864,21.870000000000001
31069,Cáseda,946,258,27.27
31070,Castejón,4311,799,18.530000000000001
31071,Castillonuevo,16,8,50
31072,Cintruénigo,8106,1417,17.48
31073,Ziordia,346,91,26.300000000000001
31074,Cirauqui/Zirauki,465,109,23.440000000000001
31075,Ciriza/Ziritza,161,30,18.629999999999999
31076,Cizur,3920,376,9.5899999999999999
31077,Corella,8336,1509,18.100000000000001
31078,Cortes,3184,729,22.899999999999999
31079,Desojo,68,30,44.119999999999997
31080,Dicastillo,595,160,26.890000000000001
31081,Donamaria,465,105,22.579999999999998
31082,Etxalar,830,201,24.219999999999999
31083,Echarri/Etxarri,71,9,12.68
31084,Etxarri Aranatz,2506,573,22.870000000000001
31085,Etxauri,633,132,20.850000000000001
31086,Valle de Egüés/Eguesibar,21795,1253,5.75
31087,Elgorriaga,215,48,22.329999999999998
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),8367,1076,12.859999999999999
31089,Enériz/Eneritz,297,61,20.539999999999999
31090,Eratsun,150,48,32
31091,Ergoiena,373,127,34.049999999999997
31092,Erro,796,205,25.75
31093,Ezcároz/Ezkaroze,305,100,32.789999999999999
31094,Eslava,101,39,38.609999999999999
31095,Esparza de Salazar/Espartza Zaraitzu,74,28,37.840000000000003
31096,Espronceda,105,43,40.950000000000003
31097,Estella-Lizarra,13977,3429,24.530000000000001
31098,Esteribar,2792,403,14.43
31099,Etayo,65,26,40
31100,Eulate,275,90,32.729999999999997
31101,Ezcabarte,1817,293,16.129999999999999
31102,Ezkurra,138,54,39.130000000000003
31103,Ezprogui,47,18,38.299999999999997
31104,Falces,2332,617,26.460000000000001
31105,Fitero,2046,556,27.170000000000002
31106,Fontellas,1016,178,17.52
31107,Funes,2504,517,20.649999999999999
31108,Fustiñana,2459,612,24.890000000000001
